Emitente;Nome fantasia emitente;Nota;Série;Modelo;Total Nota;uso contabil;Data emissão;Data vencimento;Ctrle;Unidade;Nome unidade;Unidade autorização;Nome unidade autorização;Centro atividade;Nome centro atividade;Situação;Situação;Nome usuário;Data inclusão;Observações;Observações CSC;Data autorização;Observações autorização;Data ult sit fechada;Autorizador;LANCAMENTO TESF0028
34688029/0001-20;PROJECT SERVICOS TERCEIRIZADOS LTDA;377;S;99;62.261,24;18,00;25/02/2026;;0;92;FAC;92;FAC;2054;ADMINISTRACAO;LANÇADA;Solicitação autorizada por: VANESSA CORREA DE MORAES MARTINI em: 25/02/2026 15:31:03 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 25/02/2026;CELINA CASSIA CASTRO SOARES;25/02/2026;NOTA REFERENTE A PRESTAÇÃO DE SERVIÇOS DE VIGIA PORTEIRO EM FEVEREIRO/2026;;25/02/2026;;25/02/2026 15:46;VANESSA CORREA DE MORAES MARTINI;
15077251/0001-41;RGM MANUTENCAO DE MAQUINAS LTDA;2676;;;3.830,20;242,00;20/02/2026;20/03/2026;5;92;FAC;92;FAC;1155;ENGENHARIA E MANUTENCAO;AUTORIZADA;Solicitação autorizada por: CRISTIANO RODEGHIERO MOREIRA em: 26/02/2026 10:45:55 ;BARBARA REGINA LIPPERT;25/02/2026;SERVIÇO DE CONSERTO INVERSOR SIEMENS SINAMICS POWER MODULE PM240-2 (6SL3210-1PE23-8UL0);;26/02/2026;;;CRISTIANO RODEGHIERO MOREIRA;
09568921/0001-20;HELIBOMBAS SERVICE - ASSISTENCIA TECNICA LTDA.;2098;;;30.041,90;242,00;11/02/2026;30/03/2026;14;92;FAC;92;FAC;1155;ENGENHARIA E MANUTENCAO;AUTORIZADA;Solicitação autorizada por: CRISTIANO RODEGHIERO MOREIRA em: 26/02/2026 10:45:55 ;BARBARA REGINA LIPPERT;25/02/2026;CONSERTO EM AERADOR HM-15CV PLQ: 5550022294.;;26/02/2026;;;CRISTIANO RODEGHIERO MOREIRA;
09357199/0001-84;AKTUAL SERVICE LTDA;12179;1;55;5.094,38;242,00;12/02/2026;29/03/2026;13;92;FAC;92;FAC;2054;ADMINISTRACAO;AUTORIZADA;Solicitação autorizada por: CRISTIANO RODEGHIERO MOREIRA em: 26/02/2026 10:45:55 ;RAFAEL SALVI DOS SANTOS;25/02/2026;MATERIAL PARA CONSERTO DO DETECTOR DE METAIS UTILIZADO PELO TÉCNICO DA PRESTADORA, DURANTE SERVIÇO DE CONSERTO.ORDEM DE SERVIÇO 92318;;26/02/2026;;;CRISTIANO RODEGHIERO MOREIRA;
08927889/0001-69;INSPECAR;21888;S;99;350;8,00;16/01/2026;03/03/2026;40;92;FAC;92;FAC;2054;ADMINISTRACAO;LANÇADA;Solicitação autorizada por: VANESSA CORREA DE MORAES MARTINI em: 25/02/2026 11:37:31 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 25/02/2026;VITOR FERNANDES;25/02/2026;SERVIÇO REFERENTE A INSPEÇÃO DO GAS GNV - SIENA BEE2I91;;25/02/2026;;25/02/2026 14:20;VANESSA CORREA DE MORAES MARTINI;
50087169/0001-07;50.087.169 RAFAEL JOSE CASTANHO;83;S;99;240;8,00;23/02/2026;06/03/2026;2;92;FAC;92;FAC;2054;ADMINISTRACAO;LANÇADA;Solicitação autorizada por: VANESSA CORREA DE MORAES MARTINI em: 25/02/2026 09:01:52 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 25/02/2026;VITOR FERNANDES;25/02/2026;LAVAGENS DA FROTA REFERENTE AO MÊS DE FEVEREIRO;;25/02/2026;;25/02/2026 11:22;VANESSA CORREA DE MORAES MARTINI;
08031153/0001-08;ATENAS BOMBAS;3228;;;6.500,00;242,00;19/02/2026;05/04/2026;6;92;FAC;92;FAC;1155;ENGENHARIA E MANUTENCAO;AUTORIZADA;Solicitação autorizada por: CRISTIANO RODEGHIERO MOREIRA em: 26/02/2026 10:45:55 ;BARBARA REGINA LIPPERT;25/02/2026;MANUTENÇÃO EM BOMBA KSB 080-050-250, 6.500,00COM OS SERVICOS DE- DESMONTAGEM- LIMPEZA E BANHO DE DECAPAGEM- ANALISE DE TROCA DE PECAS- RT- FABRICACAO DE ANEL DE DESGASTE- BUCHA PROTETORA- JG DE JUNTAS- SELO MECANICO- JG DE PARAFUSOS- JATEAMENTO DE CARCACA- JATEAMENTO DE TAMPA DE PRESSAO- MONTAGEM- TESTES- PINTURA;;26/02/2026;;;CRISTIANO RODEGHIERO MOREIRA;
35215015/0001-51;PROJECT;37;S;99;61.472,99;18,00;19/02/2026;;5;92;FAC;92;FAC;2054;ADMINISTRACAO;LANÇADA;Solicitação autorizada por: VANESSA CORREA DE MORAES MARTINI em: 24/02/2026 18:12:59 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 25/02/2026;CELINA CASSIA CASTRO SOARES;24/02/2026;NOTA REFERENTE A PRESTAÇÃO DE SERVIÇOS DE VIGILÂNCIA PORTARIAS E RONDA EM FEVEREIRO/2026;;24/02/2026;;25/02/2026 08:50;VANESSA CORREA DE MORAES MARTINI;
29200554/0001-14;TAPEÇARIA PÉROLA;80;;;900;7,00;17/02/2026;03/04/2026;7;92;FAC;92;FAC;1155;ENGENHARIA E MANUTENCAO;AUTORIZADA;Solicitação autorizada por: CRISTIANO RODEGHIERO MOREIRA em: 26/02/2026 10:45:55 ;BARBARA REGINA LIPPERT;24/02/2026;SERVIÇO DE CONSERTO DE POLTRONAS.;;26/02/2026;;;CRISTIANO RODEGHIERO MOREIRA;
04518259/0001-80;ELECTRA COMERCIALIZADORA DE ENERGIA LTDA;144;S;99;1.372,65;30,00;23/02/2026;06/03/2026;1;92;FAC;92;FAC;1155;ENGENHARIA E MANUTENCAO;LANÇADA;Solicitação autorizada por: CRISTIANO RODEGHIERO MOREIRA em: 24/02/2026 16:01:38 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 25/02/2026;BARBARA REGINA LIPPERT;24/02/2026;REFERENTE A ENERGIA ELETRICA DA SUBESTAÇÃO;;24/02/2026;;25/02/2026 14:33;CRISTIANO RODEGHIERO MOREIRA;
00428307/0012-40;EXPRESSO SAO MIGUEL S/A;198432;11;57;125;97;23/02/2026;16/03/2026;1;92;FAC;92;FAC;1155;ENGENHARIA E MANUTENCAO;LANÇADA;Solicitação autorizada por: CRISTIANO RODEGHIERO MOREIRA em: 24/02/2026 16:01:38 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 24/02/2026;ADRIANA APARECIDA DOS SANTOS;24/02/2026;REFERENTE ENVIO DE PRODUTOS PARA ANÁLISE;;24/02/2026;;24/02/2026 16:12;CRISTIANO RODEGHIERO MOREIRA;
00428307/0012-40;EXPRESSO SAO MIGUEL S/A;198433;11;57;125;97;23/02/2026;16/03/2026;1;92;FAC;92;FAC;1155;ENGENHARIA E MANUTENCAO;LANÇADA;Solicitação autorizada por: CRISTIANO RODEGHIERO MOREIRA em: 24/02/2026 16:01:38 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 24/02/2026;ADRIANA APARECIDA DOS SANTOS;24/02/2026;REFERENTE ENVIO DE ÁGUA PARA ANÁLISE;;24/02/2026;;24/02/2026 16:12;CRISTIANO RODEGHIERO MOREIRA;
00428307/0012-40;EXPRESSO SAO MIGUEL S/A;198311;11;57;135;242;20/02/2026;13/03/2026;4;92;FAC;92;FAC;1155;ENGENHARIA E MANUTENCAO;LANÇADA;Solicitação autorizada por: CRISTIANO RODEGHIERO MOREIRA em: 24/02/2026 16:01:38 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 24/02/2026;ADRIANA APARECIDA DOS SANTOS;24/02/2026;REFERENTE ENVIO PARA CONSERTO;;24/02/2026;;24/02/2026 16:11;CRISTIANO RODEGHIERO MOREIRA;
82110818/0002-02;ALFA TRANSPORTES LTDA;8147141;0;57;1.483,03;242;18/02/2026;11/03/2026;6;92;FAC;92;FAC;1155;ENGENHARIA E MANUTENCAO;LANÇADA;Solicitação autorizada por: CRISTIANO RODEGHIERO MOREIRA em: 24/02/2026 16:01:40 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 24/02/2026;ADRIANA APARECIDA DOS SANTOS;24/02/2026;REFERENTE ENVIO PARA CONSERTO;;24/02/2026;;24/02/2026 16:09;CRISTIANO RODEGHIERO MOREIRA;
78706751/0014-30;TRANSPEN ENCOMENDAS;176585;1;57;95,95;242;18/02/2026;11/03/2026;6;92;FAC;92;FAC;1155;ENGENHARIA E MANUTENCAO;LANÇADA;Solicitação autorizada por: CRISTIANO RODEGHIERO MOREIRA em: 24/02/2026 16:01:40 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 24/02/2026;ADRIANA APARECIDA DOS SANTOS;24/02/2026;REFERENTE ENVIO PARA CONSERTO;;24/02/2026;;24/02/2026 16:05;CRISTIANO RODEGHIERO MOREIRA;
00428307/0012-40;EXPRESSO SAO MIGUEL S/A;198054;11;57;898;242;18/02/2026;11/03/2026;6;92;FAC;92;FAC;1155;ENGENHARIA E MANUTENCAO;LANÇADA;Solicitação autorizada por: CRISTIANO RODEGHIERO MOREIRA em: 24/02/2026 16:01:40 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 24/02/2026;ADRIANA APARECIDA DOS SANTOS;24/02/2026;REFERENTE ENVIO PARA CONSERTO;;24/02/2026;;24/02/2026 16:04;CRISTIANO RODEGHIERO MOREIRA;
00428307/0012-40;EXPRESSO SAO MIGUEL S/A;197645;11;57;125;97;17/02/2026;10/03/2026;7;92;FAC;92;FAC;1155;ENGENHARIA E MANUTENCAO;LANÇADA;Solicitação autorizada por: CRISTIANO RODEGHIERO MOREIRA em: 24/02/2026 16:01:40 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 24/02/2026;ADRIANA APARECIDA DOS SANTOS;24/02/2026;REFERENTE ENVIO DE PRODUTOS PARA ANÁLISE;;24/02/2026;;24/02/2026 16:04;CRISTIANO RODEGHIERO MOREIRA;
51269343/0001-97;DUALL LOGISTICA E TRANSPORTES;555;1;57;1.051,00;242;16/02/2026;09/03/2026;8;92;FAC;92;FAC;1155;ENGENHARIA E MANUTENCAO;LANÇADA;Solicitação autorizada por: CRISTIANO RODEGHIERO MOREIRA em: 24/02/2026 16:01:40 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 25/02/2026;ADRIANA APARECIDA DOS SANTOS;24/02/2026;REFERENTE DEVOLUÇÃO DA NOTA 24842;;24/02/2026;;25/02/2026 08:37;CRISTIANO RODEGHIERO MOREIRA;
11913842/0001-50;J ORTIZ CONSTRUTORA;2149;;;840;242;24/02/2026;10/04/2026;0;92;FAC;92;FAC;1155;ENGENHARIA E MANUTENCAO;AUTORIZADA;Solicitação autorizada por: CRISTIANO RODEGHIERO MOREIRA em: 24/02/2026 16:01:38 ;BARBARA REGINA LIPPERT;24/02/2026;SERVIÇOS DE MUNCK COM CADEIRINHA:OS 734 - VERIFICAÇÃO DE FUROS NA LONA DO BIODIGESTOR;;24/02/2026;;;CRISTIANO RODEGHIERO MOREIRA;
11913842/0001-50;J ORTIZ CONSTRUTORA;2148;S;99;3.050,00;242;24/02/2026;10/04/2026;0;92;FAC;92;FAC;1155;ENGENHARIA E MANUTENCAO;AUTORIZADA;Solicitação autorizada por: CRISTIANO RODEGHIERO MOREIRA em: 24/02/2026 16:01:37 ;BARBARA REGINA LIPPERT;24/02/2026;SERVIÇOS DE MUNCK NORMAL:OS 735 - MOVIMENTAÇÃO DOSADOR DE LODOOS 736 - MOVIMENTAÇÃO MOTORES (SOLDA) OS 737 - MANUTENÇÃO FLOTADOR DE AR ;;24/02/2026;;;CRISTIANO RODEGHIERO MOREIRA;
46016473/0002-69;ELETROMOTORES BADAN LIMITADA;1467;S;99;581,65;242;20/02/2026;21/04/2026;4;92;FAC;92;FAC;1155;ENGENHARIA E MANUTENCAO;LANÇADA;Solicitação autorizada por: CRISTIANO RODEGHIERO MOREIRA em: 24/02/2026 16:01:38 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 24/02/2026;FELIPE LOPES CANALLI;24/02/2026;MOTOR MESA  3 FRESCAIS  OS 99483;;24/02/2026;;24/02/2026 16:54;CRISTIANO RODEGHIERO MOREIRA;
46016473/0002-69;ELETROMOTORES BADAN LIMITADA;1466;S;99;2.606,37;242;20/02/2026;21/04/2026;4;92;FAC;92;FAC;1155;ENGENHARIA E MANUTENCAO;LANÇADA;Solicitação autorizada por: CRISTIANO RODEGHIERO MOREIRA em: 24/02/2026 16:01:38 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 24/02/2026;FELIPE LOPES CANALLI;24/02/2026;MOTOR DA BOMBA PRINCIPAL DE AGUA DA LAVADORA DE CAIXA OS 104714;;24/02/2026;;24/02/2026 16:52;CRISTIANO RODEGHIERO MOREIRA;
11913842/0001-50;J ORTIZ CONSTRUTORA;2147;;;5.250,00;242;24/02/2026;10/04/2026;0;92;FAC;92;FAC;1155;ENGENHARIA E MANUTENCAO;AUTORIZADA;Solicitação autorizada por: CRISTIANO RODEGHIERO MOREIRA em: 24/02/2026 16:01:37 ;BARBARA REGINA LIPPERT;24/02/2026;SERVIÇOS DE MUNCK NORMAL:OS 728 - IÇAMENTO DE TUBOS OS 729 - IÇAMENTO DE VENTILADOR NA SALA DE MÁQUINASOS 730 - TIRAR REDUTOR DA LAGOA DO ETAOS 822 - TRANSPORTE DE BOMBA BIODIGESTOR DE ADEQUAÇÃO DE POSTEOS 826 - ERGUER SUPORTE DE TUBULAÇÃO EM CIMA SALA DE MAQUINAS;;24/02/2026;;;CRISTIANO RODEGHIERO MOREIRA;
11913842/0001-50;J ORTIZ CONSTRUTORA;2146;;;4.200,00;242;24/02/2026;10/04/2026;0;92;FAC;92;FAC;1155;ENGENHARIA E MANUTENCAO;AUTORIZADA;Solicitação autorizada por: CRISTIANO RODEGHIERO MOREIRA em: 24/02/2026 16:01:37 ;BARBARA REGINA LIPPERT;24/02/2026;SERVIÇOS DE MUNCK COM CADEIRINHA:OS 731 - COLOCAÇÃO DE PASSARINHEIRO EM VOLTA DO FRIGORIFICOOS 732 - COLOCAÇÃO DE TELAS DE PASSARINHEIROOS 827 - MANUTENÇÃO DE MOTOR DO BIODIGESTOR ;;24/02/2026;;;CRISTIANO RODEGHIERO MOREIRA;
04368898/0001-06;COPEL DISTRIBUICAO S.A.;350081;2;66;865.617,87;30;21/02/2026;;3;92;FAC;92;FAC;2054;ADMINISTRACAO;LANÇADA;Solicitação autorizada por: VANESSA CORREA DE MORAES MARTINI em: 24/02/2026 11:12:12 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 24/02/2026;ADRIANA APARECIDA DOS SANTOS;24/02/2026;REFERENTE ENERGIA ELÉTRICA;;24/02/2026;;24/02/2026 11:21;VANESSA CORREA DE MORAES MARTINI;
46016473/0002-69;ELETROMOTORES BADAN LIMITADA;1464;S;99;668,43;242;19/02/2026;20/04/2026;5;92;FAC;92;FAC;1155;ENGENHARIA E MANUTENCAO;LANÇADA;Solicitação autorizada por: CRISTIANO RODEGHIERO MOREIRA em: 24/02/2026 16:01:39 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 24/02/2026;FELIPE LOPES CANALLI;24/02/2026;MOTOR MESA  1 FRESCAIS  OS 99481;;24/02/2026;;24/02/2026 16:57;CRISTIANO RODEGHIERO MOREIRA;
46016473/0002-69;ELETROMOTORES BADAN LIMITADA;1463;S;99;875,85;242;19/02/2026;20/04/2026;5;92;FAC;92;FAC;1155;ENGENHARIA E MANUTENCAO;LANÇADA;Solicitação autorizada por: CRISTIANO RODEGHIERO MOREIRA em: 24/02/2026 16:01:39 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 25/02/2026;FELIPE LOPES CANALLI;24/02/2026;ESTEIRA PRESUNTO OS 99480;;24/02/2026;;25/02/2026 08:01;CRISTIANO RODEGHIERO MOREIRA;
46016473/0002-69;ELETROMOTORES BADAN LIMITADA;1462;S;99;2.102,31;242;19/02/2026;20/04/2026;5;92;FAC;92;FAC;1155;ENGENHARIA E MANUTENCAO;LANÇADA;Solicitação autorizada por: CRISTIANO RODEGHIERO MOREIRA em: 24/02/2026 16:01:39 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 25/02/2026;FELIPE LOPES CANALLI;24/02/2026;MOTOR DO AGITADOR DA SEGUNDA LAGOA DO SETOR ETE OS 100785;;24/02/2026;;25/02/2026 08:10;CRISTIANO RODEGHIERO MOREIRA;
40306125/0001-69;LABORATUS EQUIPAMENTUS CIENTIFICOS;254;1;55;831,54;-;19/02/2026;27/02/2026;5;92;FAC;92;FAC;1155;ENGENHARIA E MANUTENCAO;LANÇADA;Solicitação autorizada por: ADRIANO TOMALOK em: 24/02/2026 10:07:25 Nota lançada por WILLIAN MARCONDES DOS SANTOS em: 25/02/2026;WILLIAN MARCONDES DOS SANTOS;24/02/2026;;;24/02/2026;Autorizado automaticamente através do pedido de compra 4506973 em 23/02/2026.;25/02/2026 16:00;ADRIANO TOMALOK;
46016473/0002-69;ELETROMOTORES BADAN LIMITADA;1461;S;99;1.109,21;242;19/02/2026;20/04/2026;5;92;FAC;92;FAC;1155;ENGENHARIA E MANUTENCAO;LANÇADA;Solicitação autorizada por: CRISTIANO RODEGHIERO MOREIRA em: 24/02/2026 16:01:39 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 24/02/2026;FELIPE LOPES CANALLI;24/02/2026;MOTOR DO CORTADOR DE TRIPA OS 102356;;24/02/2026;;24/02/2026 17:04;CRISTIANO RODEGHIERO MOREIRA;
46016473/0002-69;ELETROMOTORES BADAN LIMITADA;1459;S;99;3.760,94;242;19/02/2026;20/04/2026;5;92;FAC;92;FAC;1155;ENGENHARIA E MANUTENCAO;LANÇADA;Solicitação autorizada por: CRISTIANO RODEGHIERO MOREIRA em: 24/02/2026 16:01:39 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 24/02/2026;FELIPE LOPES CANALLI;24/02/2026;MOTOR DA DEPILADEIRA OS;;24/02/2026;;24/02/2026 17:23;CRISTIANO RODEGHIERO MOREIRA;
