Emitente;Nome fantasia emitente;Nota;Série;Modelo;Total Nota;uso contabil;Data emissão;Data vencimento;Ctrle;Unidade;Nome unidade;Unidade autorização;Nome unidade autorização;Centro atividade;Nome centro atividade;Situação;Situação;Nome usuário;Data inclusão;Observações;Observações CSC;Data autorização;Observações autorização;Data ult sit fechada;Autorizador;LANCAMENTO TESF0028
77557635/0001-19;TRANSPORTES COLETIVOS GRANDE LONDRINA LTDA;49875246;S;99;150;;25/03/2026;;0;92;FAC;16;MATRIZ;452;CSC GESTAO PESSOAS;LANÇADA;Solicitação autorizada por: GIZELI CASAL em: 25/03/2026 16:09:50 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 26/03/2026;GUSTAVO NATHAN ALVES DA COSTA;25/03/2026;NF PAGA VIA ADTO 5740924;;25/03/2026;;26/03/2026 10:34;GIZELI CASAL;
68993641/0008-02;AGIS;589691;1;55;4.550,00;;12/03/2026;13/04/2026;13;92;FAC;92;FAC;2054;ADMINISTRACAO;LANÇADA;Solicitação autorizada por: VANESSA CORREA DE MORAES MARTINI em: 25/03/2026 16:46:10 Nota lançada por KAROLINE CRISTINA MENDES INOCÊNCIO em: 26/03/2026;KAROLINE CRISTINA MENDES INOCÊNCIO;25/03/2026;AQUISIÇÃO DE DESKTOP HPCM + TECLADO + MOUSE PARA SETOR FATURAMENTO;;25/03/2026;;26/03/2026 15:28;VANESSA CORREA DE MORAES MARTINI;
68993641/0008-02;AGIS;589690;1;55;4.550,00;;12/03/2026;13/04/2026;13;92;FAC;92;FAC;2054;ADMINISTRACAO;LANÇADA;Solicitação autorizada por: VANESSA CORREA DE MORAES MARTINI em: 25/03/2026 16:46:10 Nota lançada por KAROLINE CRISTINA MENDES INOCÊNCIO em: 26/03/2026;KAROLINE CRISTINA MENDES INOCÊNCIO;25/03/2026;AQUISIÇÃO DE DESKTOP HPCM + TECLADO + MOUSE PARA SETOR PRESUNTARIA;;25/03/2026;;26/03/2026 15:35;VANESSA CORREA DE MORAES MARTINI;
68993641/0008-02;AGIS;589695;1;55;4.550,00;;12/03/2026;13/04/2026;13;92;FAC;92;FAC;2054;ADMINISTRACAO;LANÇADA;Solicitação autorizada por: VANESSA CORREA DE MORAES MARTINI em: 25/03/2026 16:46:10 Nota lançada por KAROLINE CRISTINA MENDES INOCÊNCIO em: 26/03/2026;KAROLINE CRISTINA MENDES INOCÊNCIO;25/03/2026;AQUISIÇÃO DE DESKTOP HPCM + TECLADO + MOUSE PARA SETOR DE GESTAO DA PRODUÇÃO;;25/03/2026;;26/03/2026 15:39;VANESSA CORREA DE MORAES MARTINI;
68993641/0008-02;AGIS;589697;1;55;4.550,00;;12/03/2026;13/04/2026;13;92;FAC;92;FAC;2054;ADMINISTRACAO;LANÇADA;Solicitação autorizada por: VANESSA CORREA DE MORAES MARTINI em: 25/03/2026 16:46:10 Nota lançada por KAROLINE CRISTINA MENDES INOCÊNCIO em: 26/03/2026;KAROLINE CRISTINA MENDES INOCÊNCIO;25/03/2026;AQUISIÇÃO DE DESKTOP HPCM + TECLADO + MOUSE PARA SETOR DE FATURAMENTO;;25/03/2026;;26/03/2026 15:19;VANESSA CORREA DE MORAES MARTINI;
16889287/0001-92;AD EQUIPAMENTOS;3635;S;99;70.775,50;;16/03/2026;30/04/2026;9;92;FAC;92;FAC;1155;ENGENHARIA E MANUTENCAO;LANÇADA;Solicitação autorizada por: CRISTIANO RODEGHIERO MOREIRA em: 26/03/2026 06:38:58 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 26/03/2026;BARBARA REGINA LIPPERT;25/03/2026;CALIBRAÇÃO DO SISTEMA DE DETECÇÃO DE NH3.;;26/03/2026;;26/03/2026 13:41;CRISTIANO RODEGHIERO MOREIRA;
68993641/0008-02;AGIS;589696;1;55;4.550,00;;12/03/2026;13/04/2026;13;92;FAC;92;FAC;2054;ADMINISTRACAO;LANÇADA;Solicitação autorizada por: VANESSA CORREA DE MORAES MARTINI em: 25/03/2026 16:46:10 Nota lançada por KAROLINE CRISTINA MENDES INOCÊNCIO em: 26/03/2026;KAROLINE CRISTINA MENDES INOCÊNCIO;25/03/2026;AQUISIÇÃO DE DESKTOP HPCM + TECLADO + MOUSE PARA SETOR DE FABRICA DE OLEO E FARINHA;;25/03/2026;;26/03/2026 15:45;VANESSA CORREA DE MORAES MARTINI;
68993641/0008-02;AGIS;589698;1;55;4.550,00;;12/03/2026;13/04/2026;13;92;FAC;92;FAC;2054;ADMINISTRACAO;LANÇADA;Solicitação autorizada por: VANESSA CORREA DE MORAES MARTINI em: 25/03/2026 16:46:10 Nota lançada por KAROLINE CRISTINA MENDES INOCÊNCIO em: 26/03/2026;KAROLINE CRISTINA MENDES INOCÊNCIO;25/03/2026;AQUISIÇÃO DE DESKTOP HPCM + TECLADO + MOUSE PARA SETOR DE COZIDOS;;25/03/2026;;26/03/2026 16:19;VANESSA CORREA DE MORAES MARTINI;
24231350/0001-27;LABORATORIO DE ANALISES CLINICAS DE CASTRO LTDA;157;U;99;202;;21/03/2026;;4;92;FAC;92;FAC;2101;SEGURANCA E SAUDE;LANÇADA;Solicitação autorizada por: VANESSA CORREA DE MORAES MARTINI em: 25/03/2026 16:46:39 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 26/03/2026;FELIPE DOMINGUES;25/03/2026;EXAMES DE COPROCULTURA + BETA HCG;;25/03/2026;;26/03/2026 11:58;VANESSA CORREA DE MORAES MARTINI;
24012574/0001-48;CICASTRO;29200;U;99;3.520,00;;18/03/2026;;7;92;FAC;92;FAC;2101;SEGURANCA E SAUDE;LANÇADA;Solicitação autorizada por: VANESSA CORREA DE MORAES MARTINI em: 25/03/2026 16:46:39 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 26/03/2026;FELIPE DOMINGUES;25/03/2026;NOTA FISCAL REFERENTE A EXAME DE RAIO X (ADMISSIONAIS);;25/03/2026;;26/03/2026 10:37;VANESSA CORREA DE MORAES MARTINI;
10741822/0001-87;MEGA GUINDASTES LTDA;11142;S;99;13.650,00;;24/03/2026;08/05/2026;0;92;FAC;92;FAC;1155;ENGENHARIA E MANUTENCAO;LANÇADA;Solicitação autorizada por: CRISTIANO RODEGHIERO MOREIRA em: 25/03/2026 11:13:40 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 25/03/2026;BARBARA REGINA LIPPERT;24/03/2026;SERVIÇO DE LOCAÇÃO DE GUINDASTE 40T.;;25/03/2026;;25/03/2026 13:59;CRISTIANO RODEGHIERO MOREIRA;
03068511/0001-33;CRICOM DO BRASIL LTDA;3936;62;62;415;;24/03/2026;30/04/2026;0;92;FAC;92;FAC;1155;ENGENHARIA E MANUTENCAO;LANÇADA;Solicitação autorizada por: CRISTIANO RODEGHIERO MOREIRA em: 25/03/2026 11:13:40 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 26/03/2026;BARBARA REGINA LIPPERT;24/03/2026;SERVIÇO DE LEGALIZAÇÃO E LICENCIAMENTO DOS COMUNICADORES RADIOFREQUÊNCIA JUNTO A ANATEL.;;25/03/2026;;26/03/2026 16:29;CRISTIANO RODEGHIERO MOREIRA;
