Emitente;Nome fantasia emitente;Nota;Série;Modelo;Total Nota;uso contabil;Data emissão;Data vencimento;Ctrle;Unidade;Nome unidade;Unidade autorização;Nome unidade autorização;Centro atividade;Nome centro atividade;Situação;Situação;Nome usuário;Data inclusão;Observações;Observações CSC;Data autorização;Observações autorização;Data ult sit fechada;Autorizador;LANCAMENTO TESF0028
13938390/0005-10;CROWN LIFT TRUCKS DO BRASIL;19748;1;55;693,84;242;09/12/2025;23/01/2026;6;92;FAC;92;FAC;1155;ENGENHARIA E MANUTENCAO;LANÇADA;Solicitação autorizada por: ADRIANO TOMALOK em: 15/12/2025 17:15:11 Nota lançada por BARBARA REGINA LIPPERT em: 16/12/2025;BARBARA REGINA LIPPERT;15/12/2025;RODA DE CARGA SIMPLES WP2300;;15/12/2025;;16/12/2025 15:09;ADRIANO TOMALOK;
13938390/0005-10;CROWN LIFT TRUCKS DO BRASIL;19747;1;55;2.766,03;242;09/12/2025;23/01/2026;6;92;FAC;92;FAC;1155;ENGENHARIA E MANUTENCAO;LANÇADA;Solicitação autorizada por: VANESSA CORREA DE MORAES MARTINI em: 15/12/2025 14:12:25 Nota lançada por BARBARA REGINA LIPPERT em: 16/12/2025;BARBARA REGINA LIPPERT;15/12/2025;RODA DE POLIURETANO;;15/12/2025;;16/12/2025 15:11;VANESSA CORREA DE MORAES MARTINI;
13938390/0005-10;CROWN LIFT TRUCKS DO BRASIL;19746;1;55;809,14;242;09/12/2025;23/01/2026;6;92;FAC;92;FAC;1155;ENGENHARIA E MANUTENCAO;LANÇADA;Solicitação autorizada por: VANESSA CORREA DE MORAES MARTINI em: 15/12/2025 14:12:25 Nota lançada por BARBARA REGINA LIPPERT em: 16/12/2025;BARBARA REGINA LIPPERT;15/12/2025;CHAVE DE IGNICAO COM 4 POLOS;;15/12/2025;;16/12/2025 15:13;VANESSA CORREA DE MORAES MARTINI;
13938390/0005-10;CROWN LIFT TRUCKS DO BRASIL;19745;1;55;1.523,59;242;09/12/2025;23/01/2026;6;92;FAC;92;FAC;1155;ENGENHARIA E MANUTENCAO;LANÇADA;Solicitação autorizada por: VANESSA CORREA DE MORAES MARTINI em: 15/12/2025 14:12:26 Nota lançada por BARBARA REGINA LIPPERT em: 16/12/2025;BARBARA REGINA LIPPERT;15/12/2025;COBERTURA COM DESING ROBUSTO;;15/12/2025;;16/12/2025 15:15;VANESSA CORREA DE MORAES MARTINI;
13938390/0005-10;CROWN LIFT TRUCKS DO BRASIL;19744;1;55;403,17;242;09/12/2025;23/01/2026;6;92;FAC;92;FAC;1155;ENGENHARIA E MANUTENCAO;LANÇADA;Solicitação autorizada por: VANESSA CORREA DE MORAES MARTINI em: 15/12/2025 14:12:26 Nota lançada por BARBARA REGINA LIPPERT em: 16/12/2025;BARBARA REGINA LIPPERT;15/12/2025;RODA DE APOIO DE POLIURETANO REF.TE825947,CROWN;;15/12/2025;;16/12/2025 16:13;VANESSA CORREA DE MORAES MARTINI;
13938390/0005-10;CROWN LIFT TRUCKS DO BRASIL;19726;1;55;2.766,03;242;08/12/2025;22/01/2026;7;92;FAC;92;FAC;1155;ENGENHARIA E MANUTENCAO;LANÇADA;Solicitação autorizada por: VANESSA CORREA DE MORAES MARTINI em: 15/12/2025 14:12:32 Nota lançada por BARBARA REGINA LIPPERT em: 16/12/2025;BARBARA REGINA LIPPERT;15/12/2025;RODA DE POLIURETANO REF.805808,CROWN;;15/12/2025;;16/12/2025 15:18;VANESSA CORREA DE MORAES MARTINI;
13938390/0005-10;CROWN LIFT TRUCKS DO BRASIL;19753;1;55;453,02;242;10/12/2025;26/01/2026;5;92;FAC;92;FAC;1155;ENGENHARIA E MANUTENCAO;LANÇADA;Solicitação autorizada por: VANESSA CORREA DE MORAES MARTINI em: 15/12/2025 14:12:25 Nota lançada por BARBARA REGINA LIPPERT em: 16/12/2025;BARBARA REGINA LIPPERT;15/12/2025;RODA DE CARGA WT COD.824901,CROWN;;15/12/2025;;16/12/2025 15:24;VANESSA CORREA DE MORAES MARTINI;
05165233/0001-68;VENZON AFIAÇÕES;4325;S;99;1.440,00;;09/12/2025;23/01/2026;6;92;FAC;92;FAC;1155;ENGENHARIA E MANUTENCAO;LANÇADA;Solicitação autorizada por: VANESSA CORREA DE MORAES MARTINI em: 15/12/2025 14:13:07 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 15/12/2025;CAMILA RAMOS;15/12/2025;AFIAÇÃO LÂMINA DE CORTE V-CUT MAREL;;15/12/2025;;15/12/2025 15:16;VANESSA CORREA DE MORAES MARTINI;
10317952/0002-78;FOSS DO BRASIL INSTRUMENTOS ANALITIC. E SOLUC.DEDICADAS LTDA;8201;S;99;8.049,74;242;11/12/2025;08/01/2026;4;92;FAC;92;FAC;1155;ENGENHARIA E MANUTENCAO;LANÇADA;Solicitação autorizada por: VANESSA CORREA DE MORAES MARTINI em: 15/12/2025 14:12:16 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 15/12/2025;CAMILA RAMOS;15/12/2025;SERVIÇO DE MÃO DE OBRA E MATERIAL PARA MANUTENÇÃO PREVENTIVA DA MÁQUINA FOODSCAN 2 DAIRY;;15/12/2025;;15/12/2025 16:39;VANESSA CORREA DE MORAES MARTINI;
42278291/0035-73;LOG-IN - LOGISTICA INTERMODAL S/A;102983;59;57;1.806,45;;03/12/2025;03/01/2026;12;92;FAC;69;U.V. FORTALEZA;698;LOGISTICA SECUNDARIA A;LANÇADA;Solicitação autorizada por: DIRCEU ANGNES em: 16/12/2025 07:46:26 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 16/12/2025;ANDERSON PERES MARTINS;15/12/2025; CUSTO EXTRA DE MONITORAMENTO E ENERGIA - CONTAINER DE Nº TCLU1160819 - (NFS 36238 / 36239  - CARGA: 13924225) FRETE DA LOG-IN - CTE COMPLEMENTAR 93372;;16/12/2025;;16/12/2025 12:00;DIRCEU ANGNES;
07804544/0002-36;GESTEC EQUIPAMENTOS E PRECISAO EIRELI;2598;S;99;693,55;242;11/12/2025;26/01/2026;4;92;FAC;92;FAC;1759;CONTROLE DE QUALIDADE;LANÇADA;Solicitação autorizada por: VANESSA CORREA DE MORAES MARTINI em: 15/12/2025 13:25:13 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 15/12/2025;LUCAS NUNES BUENO DA SILVA;15/12/2025;;;15/12/2025;;15/12/2025 14:54;VANESSA CORREA DE MORAES MARTINI;
07804544/0002-36;GESTEC EQUIPAMENTOS E PRECISAO EIRELI;2599;S;99;95;;11/12/2025;15/01/2026;4;92;FAC;92;FAC;1759;CONTROLE DE QUALIDADE;LANÇADA;Solicitação autorizada por: VANESSA CORREA DE MORAES MARTINI em: 15/12/2025 13:25:13 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 15/12/2025;LUCAS NUNES BUENO DA SILVA;15/12/2025;;;15/12/2025;;15/12/2025 15:00;VANESSA CORREA DE MORAES MARTINI;
07804544/0002-36;GESTEC EQUIPAMENTOS E PRECISAO EIRELI;2600;S;99;380;242;11/12/2025;26/01/2026;4;92;FAC;92;FAC;1759;CONTROLE DE QUALIDADE;LANÇADA;Solicitação autorizada por: VANESSA CORREA DE MORAES MARTINI em: 15/12/2025 13:25:13 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 15/12/2025;LUCAS NUNES BUENO DA SILVA;15/12/2025;;;15/12/2025;;15/12/2025 14:40;VANESSA CORREA DE MORAES MARTINI;
51207785/0001-09;BRAPENTA ELETRONICA LTDA;6614;S;99;6.998,00;242;10/12/2025;01/01/2026;5;92;FAC;92;FAC;1155;ENGENHARIA E MANUTENCAO;LANÇADA;Solicitação autorizada por: VANESSA CORREA DE MORAES MARTINI em: 15/12/2025 14:12:51 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 15/12/2025;CAMILA RAMOS;15/12/2025;SERVIÇO DE TERCEIRO COM MÃO DE OBRA E MATERIAIS PARA REALIZAR A SUBSTITUIÇÃO DO PAINEL E ATUALIZAÇÃO DO SOFTWARE DO DETECTOR DE METAIS LOMA SYSTEMS IQ3+E SN QEU55-25-58124D.;;15/12/2025;;15/12/2025 16:20;VANESSA CORREA DE MORAES MARTINI;
09375382/0001-02;VOLT ELETRONICA INDUSTRIAL;5151;S;99;4.769,00;242;09/12/2025;23/01/2026;6;92;FAC;92;FAC;1155;ENGENHARIA E MANUTENCAO;LANÇADA;Solicitação autorizada por: CRISTIANO RODEGHIERO MOREIRA em: 15/12/2025 08:55:20 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 15/12/2025;CAMILA RAMOS;15/12/2025;CONSERTO EM IHM UTILIZADA NA MULTIVAC PRESUNTARIA.;;15/12/2025;;15/12/2025 09:42;CRISTIANO RODEGHIERO MOREIRA;
08283039/0001-75;MECANICA INDUSTRIAL VELOTANO;3212;S;99;11.238,50;242;12/12/2025;01/01/2026;3;92;FAC;92;FAC;1155;ENGENHARIA E MANUTENCAO;LANÇADA;Solicitação autorizada por: CRISTIANO RODEGHIERO MOREIRA em: 15/12/2025 08:55:20 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 15/12/2025;CAMILA RAMOS;15/12/2025;TORNO - SERVIÇO DE TORNO PARA REPARO NAS BASES DE APOIO DA CAIXA DE FORMAÇÃO DA R145;;15/12/2025;;15/12/2025 16:43;CRISTIANO RODEGHIERO MOREIRA;
42278291/0035-73;LOG-IN - LOGISTICA INTERMODAL S/A;103069;59;57;1.559,14;;04/12/2025;04/01/2026;8;92;FAC;28;U.V. RECIFE/CB.ST.AG;698;LOGISTICA SECUNDARIA A;LANÇADA;Solicitação autorizada por: GISELE BRUZZI PORTO em: 15/12/2025 08:59:01 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 15/12/2025;TATIANA CAVALCANTE DA SILVA;12/12/2025;REFERENTE AO CUSTO COM ARMAZENAGEMCARGA: 14067371 NOTA: 103069;;15/12/2025;;15/12/2025 15:57;GISELE BRUZZI PORTO;
42278291/0035-73;LOG-IN - LOGISTICA INTERMODAL S/A;103063;59;57;1.559,14;;04/12/2025;04/01/2026;8;92;FAC;28;U.V. RECIFE/CB.ST.AG;698;LOGISTICA SECUNDARIA A;LANÇADA;Solicitação autorizada por: GISELE BRUZZI PORTO em: 16/12/2025 10:54:30 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 16/12/2025;TATIANA CAVALCANTE DA SILVA;12/12/2025;REFERENTE AO CUSTO COM ARMAZENAGEMCARGA: 14068145 NOTA: 103063;;16/12/2025;;16/12/2025 16:07;GISELE BRUZZI PORTO;
60619202/0035-97;MESSER GASES LTDA;6543;S;99;521,95;242;01/12/2025;01/01/2026;11;92;FAC;92;FAC;1155;ENGENHARIA E MANUTENCAO;LANÇADA;Solicitação autorizada por: CRISTIANO RODEGHIERO MOREIRA em: 12/12/2025 17:25:30 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 15/12/2025;CAMILA RAMOS;12/12/2025;ASSISTENCIA TÉCNICA DO TANQUE DE CO2. - 112582 - 14441;;12/12/2025;;15/12/2025 16:47;CRISTIANO RODEGHIERO MOREIRA;
66616970/0001-24;DISKTRANS COMERCIAL LTDA;609732;S;99;3.897,91;;11/12/2025;05/01/2026;1;92;FAC;92;FAC;1155;ENGENHARIA E MANUTENCAO;LANÇADA;Solicitação autorizada por: CRISTIANO RODEGHIERO MOREIRA em: 12/12/2025 17:25:29 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 17/12/2025;FRANCILEI SOUZA ALVES;12/12/2025;LOCAÇÃO DE EQUIPAMENTOS UTILIZADOS PARA MOVIMENTAÇÃO DE CARGAS PALETIZADAS REFERENTE AO CONTRATO SEQUENCIA AURORA:3624 - Nº AURORA 111657;;12/12/2025;;17/12/2025 14:44;CRISTIANO RODEGHIERO MOREIRA;
29051630/0001-77;REFRIGERAÇÃO IAPÓ;116;S;99;950;242;11/12/2025;11/01/2026;1;92;FAC;92;FAC;1155;ENGENHARIA E MANUTENCAO;LANÇADA;Solicitação autorizada por: CRISTIANO RODEGHIERO MOREIRA em: 12/12/2025 17:25:30 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 15/12/2025;FRANCILEI SOUZA ALVES;12/12/2025;CONSERTO EMERGENCIAL REALIZADO NA CÂMARA FRIA DE CONGELADOS DO REFEITÓRIO.;;12/12/2025;;15/12/2025 10:09;CRISTIANO RODEGHIERO MOREIRA;
53687752/0001-39;CERELAB- LABORATORIOS QUIMICOS LTDA.;140297;S;99;1.652,00;;11/12/2025;25/01/2026;1;92;FAC;92;FAC;1759;CONTROLE DE QUALIDADE;LANÇADA;Solicitação autorizada por: MARCELO TIRELLI DE SIQUEIRA em: 12/12/2025 11:39:48 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 15/12/2025;GABRIELLE APARECIDA CARVALHO;12/12/2025;SERVIÇO DE ANÁLISE LABORATORIAL;;12/12/2025;;15/12/2025 09:15;MARCELO TIRELLI DE SIQUEIRA;
00869496/0001-34;METALURGICA BALENA;19769;S;99;12.311,72;;12/12/2025;12/01/2026;0;92;FAC;92;FAC;1155;ENGENHARIA E MANUTENCAO;LANÇADA;Solicitação autorizada por: CRISTIANO RODEGHIERO MOREIRA em: 12/12/2025 17:25:29 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 15/12/2025;FRANCILEI SOUZA ALVES;12/12/2025;FABRICAÇÃO E INSTALAÇÃO DE AGITADOR TANQUE DE LODO ETE;;12/12/2025;;15/12/2025 09:58;CRISTIANO RODEGHIERO MOREIRA;
11913842/0001-50;J ORTIZ CONSTRUTORA;2073;S;99;24.374,00;5;09/12/2025;09/01/2026;3;92;FAC;92;FAC;1155;ENGENHARIA E MANUTENCAO;LANÇADA;Solicitação autorizada por: CRISTIANO RODEGHIERO MOREIRA em: 12/12/2025 17:25:30 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 15/12/2025;FRANCILEI SOUZA ALVES;12/12/2025;REPARO EM 100M² DE PISO EM URETANO REPARO EM 30 PONTOS EM RODAPÉ EM URETANO.;;12/12/2025;;15/12/2025 11:54;CRISTIANO RODEGHIERO MOREIRA;
50685378/0001-44;MECANICA VALENGA LTDA;413;U;99;1.100,00;242;10/12/2025;10/01/2026;2;92;FAC;92;FAC;1155;ENGENHARIA E MANUTENCAO;LANÇADA;Solicitação autorizada por: CRISTIANO RODEGHIERO MOREIRA em: 12/12/2025 17:25:30 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 15/12/2025;FRANCILEI SOUZA ALVES;12/12/2025;SERVIÇO DE MANUTENÇÃO DO CILINDRO HIDRÁULICO DA DIREÇÃO HIDRÁULICA DA RETROESCAVADEIRA JOHNDEERE.;;12/12/2025;;15/12/2025 11:46;CRISTIANO RODEGHIERO MOREIRA;
11318959/0001-96;METAL C;741;S;99;57.500,00;5;11/12/2025;11/01/2026;1;92;FAC;92;FAC;1155;ENGENHARIA E MANUTENCAO;LANÇADA;Solicitação autorizada por: CRISTIANO RODEGHIERO MOREIRA em: 12/12/2025 17:25:29 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 15/12/2025;FRANCILEI SOUZA ALVES;12/12/2025;SERVIÇO DE MÃO DE OBRA E MATERIAIS PARA SUBSTITUIÇÃO DO CORRIMÃO EM AÇO CARBONO POR AÇO INOX 304 DA ESCADARIA DE ACESSO A GALERIA TÉCNICA. SERVIÇO A SER EXECUTADO DURANTE A SEMANA;;12/12/2025;;15/12/2025 10:02;CRISTIANO RODEGHIERO MOREIRA;
08283039/0001-75;MECANICA INDUSTRIAL VELOTANO;3210;S;99;2.099,50;242;10/12/2025;10/01/2026;2;92;FAC;92;FAC;1155;ENGENHARIA E MANUTENCAO;LANÇADA;Solicitação autorizada por: CRISTIANO RODEGHIERO MOREIRA em: 12/12/2025 17:25:30 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 15/12/2025;FRANCILEI SOUZA ALVES;12/12/2025;TORNO -  USINAGEM EM CILINDRO HIDRÁULICO DA INJETORA DA PRESUNTARIA;;12/12/2025;;15/12/2025 11:35;CRISTIANO RODEGHIERO MOREIRA;
00236854/0001-71;CCL COMERCIO E SERVICOS LTDA;19094;E;99;6.269,18;242;09/12/2025;24/01/2026;2;92;FAC;92;FAC;3591;LABORATORIO ANALISE DE ALIMENTOS FAC;LANÇADA;Solicitação autorizada por: VANESSA CORREA DE MORAES MARTINI em: 12/12/2025 13:19:55 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 15/12/2025;DANIELE APARECIDA GOMES CASTRO;11/12/2025;;;12/12/2025;;15/12/2025 09:38;VANESSA CORREA DE MORAES MARTINI;
