Emitente;Nome fantasia emitente;Nota;Série;Modelo;Total Nota;uso contabil;Data emissão;Data vencimento;Ctrle;Unidade;Nome unidade;Unidade autorização;Nome unidade autorização;Centro atividade;Nome centro atividade;Situação;Situação;Nome usuário;Data inclusão;Observações;Observações CSC;Data autorização;Observações autorização;Data ult sit fechada;Autorizador;LANCAMENTO TESF0028
59376166/0001-50;59.376.166 JOSE AMILTON RODRIGUES DE LIMA;179;S;99;1.240,00;114,00;26/12/2025;;4;92;FAC;92;FAC;1759;CONTROLE DE QUALIDADE;LANÇADA;Solicitação autorizada por: VANESSA CORREA DE MORAES MARTINI em: 30/12/2025 13:58:52 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 30/12/2025;RODRIGO WALTER;30/12/2025;FOI NECESSÁRIO TRANSPORTE DE DOCUMENTEÇÃO DO SIF URGENTE PARA CURITIBA, PRESTADOR EMITIU NOTA DE SERVIÇO E NÃO CONSEGUIU CANCELAR DEVIDO RECESSO DA PREFEITURA SENDO ASSIM NÃO CONSEGUIU EMITIR O CTE, SENDO NECESSÁRIO SEGUIR COM O RETIRADO PARA LANÇAMENTO DA NOTA DE SERVIÇOS PRESTADOS.;;30/12/2025;Autorizado automaticamente através do pedido de compra 4456761 em 29/12/2025.;30/12/2025 16:35;VANESSA CORREA DE MORAES MARTINI;
76803766/0001-76;VIACAO SANTANA IAPO LTDA;1318;2;67;218.057,60;211,00;30/12/2025;02/01/2026;0;92;FAC;16;MATRIZ;452;CSC GESTAO PESSOAS;LANÇADA;Solicitação autorizada por: PAULA FERNANDA DA SILVA GIACOMELLI em: 30/12/2025 13:42:19 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 30/12/2025;GUSTAVO NATHAN ALVES DA COSTA;30/12/2025;;;30/12/2025;;30/12/2025 14:47;PAULA FERNANDA DA SILVA GIACOMELLI;
76803766/0001-76;VIACAO SANTANA IAPO LTDA;1317;2;67;73.290,00;211,00;30/12/2025;02/01/2026;0;92;FAC;16;MATRIZ;452;CSC GESTAO PESSOAS;LANÇADA;Solicitação autorizada por: PAULA FERNANDA DA SILVA GIACOMELLI em: 30/12/2025 13:42:19 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 30/12/2025;GUSTAVO NATHAN ALVES DA COSTA;30/12/2025;;;30/12/2025;;30/12/2025 14:50;PAULA FERNANDA DA SILVA GIACOMELLI;
08722245/0001-34;EMS EQUIPAMENTOS;11072;1;1;133.023,78;327,00;30/12/2025;;0;92;FAC;92;FAC;2054;ADMINISTRACAO;LANÇADA;Solicitação autorizada por: VANESSA CORREA DE MORAES MARTINI em: 30/12/2025 14:39:00 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 30/12/2025;ADRIANA APARECIDA DOS SANTOS;30/12/2025;LANÇAMENTO NA OPERAÇÃO 999 - NF 11072 LANÇADA COMO MATERIAL UTILIZADA EM SERVIÇO, PORÉM DEVERIA SER IMOBILIZADO;;30/12/2025;;30/12/2025 15:01;VANESSA CORREA DE MORAES MARTINI;
08270727/0001-09;SOFTWAREONE COMERCIO E SERVICOS DE INFORMATICA LTDA;39951;S;99;192.000,54;336,00;15/12/2025;22/01/2026;15;92;FAC;16;MATRIZ;655;INFORMATICA;LANÇADA;Solicitação autorizada por: PABLO RODRIGO SEMPREBOM em: 30/12/2025 08:29:51 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 30/12/2025;GUSTAVO LORENZETT;30/12/2025;MPSA: VMWARE CASTRO;;30/12/2025;;30/12/2025 14:16;PABLO RODRIGO SEMPREBOM;
45227419/0001-19;POTENCIAL ELETRICA INDUSTRIAL;239;E;99;70.258,56;332,00;23/12/2025;01/01/2026;7;92;FAC;92;FAC;1155;ENGENHARIA E MANUTENCAO;LANÇADA;Solicitação autorizada por: VANESSA CORREA DE MORAES MARTINI em: 30/12/2025 07:55:05 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 30/12/2025;CAMILA RAMOS;30/12/2025;INSTALAÇÕES ELÉTRICAS DO LAVADOR DE CONTENTORES, BARREIRA SANITÁRIA, CÂMARA DE MATÉRIA PRIMA E AMPLIAÇÃO DA CENTRAL DE ÁGUA QUENTE.;;30/12/2025;;30/12/2025 09:15;VANESSA CORREA DE MORAES MARTINI;
75584110/0001-47;EXAL;63037;3;55;464.362,20;288,00;29/12/2025;19/01/2026;0;92;FAC;92;FAC;2054;ADMINISTRACAO;LANÇADA;Solicitação autorizada por: VANESSA CORREA DE MORAES MARTINI em: 29/12/2025 17:03:51 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 30/12/2025;CELINA CASSIA CASTRO SOARES;29/12/2025;NOTA REFERENTE A REFEIÇÕES CONSUMIDAS NO RESTAURANTE TERCEIRO EXAL EM DEZEMBRO/2025;;29/12/2025;;30/12/2025 11:24;VANESSA CORREA DE MORAES MARTINI;
45283886/0001-66;ANACLETO SOCIEDADE INDIVIDUAL DE ADVOCACIA;156;S;99;3.020,00;286,00;23/12/2025;;6;92;FAC;92;FAC;2054;ADMINISTRACAO;LANÇADA;Solicitação autorizada por: VANESSA CORREA DE MORAES MARTINI em: 29/12/2025 16:35:45 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 30/12/2025;ALANA TELES SURRASKI;29/12/2025;DEFINIÇÃO JURÍDICO CORPORATIVO PARA ACOMPANHAMENTO DE AUDIÊNCIAS QUE SÃO AGENDADAS.NA NF CONSTA 4 INSTRUÇÕES, 5 INICIAIS E 1 CONCILIAÇÃO REALIZADAS  NO MÊS DE DEZEMBRO.;;29/12/2025;Autorizado automaticamente através do pedido de compra 4456048 em 29/12/2025.;30/12/2025 08:45;VANESSA CORREA DE MORAES MARTINI;
10341936/0001-30;DORTA ASSESSORIA OCUPACIONAL;762;S;99;270;169,00;23/12/2025;05/01/2026;6;92;FAC;92;FAC;2101;SEGURANCA E SAUDE;LANÇADA;Solicitação autorizada por: VANESSA CORREA DE MORAES MARTINI em: 29/12/2025 16:33:05 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 30/12/2025;MARIANE TAVARES FLORA;29/12/2025;REFERNTE A EXAMES DEMISSIONAIS JOVENS APRENDIZES DE LONDRINA;;29/12/2025;;30/12/2025 09:02;VANESSA CORREA DE MORAES MARTINI;
50529571/0001-96;WEBER FOOD TECHNOLOGY DO BRASIL LTDA;193;A1;99;5.164,25;242,00;29/12/2025;01/01/2026;0;92;FAC;92;FAC;1155;ENGENHARIA E MANUTENCAO;LANÇADA;Solicitação autorizada por: VANESSA CORREA DE MORAES MARTINI em: 29/12/2025 15:13:27 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 29/12/2025;CAMILA RAMOS;29/12/2025;ATENDIMENTO REALIZADO IN-LOCO, ASSISTÊNCIA TÉCNICA NO EQUIPAMENTO TEXTOR.;;29/12/2025;;29/12/2025 16:18;VANESSA CORREA DE MORAES MARTINI;
58146236/0001-10;PHDS COMERCIO DE FERRAGENS LTDA;518;S;99;6.403,76;242,00;26/12/2025;09/02/2026;3;92;FAC;92;FAC;1155;ENGENHARIA E MANUTENCAO;LANÇADA;Solicitação autorizada por: VANESSA CORREA DE MORAES MARTINI em: 29/12/2025 14:06:19 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 29/12/2025;CAMILA RAMOS;29/12/2025;TORNO - USINAGEM BUCHA FUSO ABERTURA DA TAMPA DO DIGESTOR DE PELOS.;;29/12/2025;;29/12/2025 14:15;VANESSA CORREA DE MORAES MARTINI;
58146236/0001-10;PHDS COMERCIO DE FERRAGENS LTDA;519;S;99;1.860,00;242,00;26/12/2025;09/02/2026;3;92;FAC;92;FAC;1155;ENGENHARIA E MANUTENCAO;LANÇADA;Solicitação autorizada por: VANESSA CORREA DE MORAES MARTINI em: 29/12/2025 14:06:19 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 29/12/2025;CAMILA RAMOS;29/12/2025;TORNO - FABRICAÇÃO DE BUCHA EM AÇO INOX E USINAGEM EM FLANGE DO TUMBLER DE MASSAS 02 DA PRESUNTARIA.;;29/12/2025;;29/12/2025 14:24;VANESSA CORREA DE MORAES MARTINI;
80229461/0001-70;VIACAO CAMPOS GERAIS LTDA;11020112;S;99;3.970,00;40,00;29/12/2025;;0;92;FAC;16;MATRIZ;452;CSC GESTAO PESSOAS;LANÇADA;Solicitação autorizada por: PAULA FERNANDA DA SILVA GIACOMELLI em: 29/12/2025 13:26:56 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 29/12/2025;GUSTAVO NATHAN ALVES DA COSTA;29/12/2025;NF PAGA VIA ADTO 4418136;;29/12/2025;;29/12/2025 14:05;PAULA FERNANDA DA SILVA GIACOMELLI;
77557635/0001-19;TRANSPORTES COLETIVOS GRANDE LONDRINA LTDA;49875238;S;99;6.618,25;40,00;29/12/2025;;0;92;FAC;16;MATRIZ;452;CSC GESTAO PESSOAS;LANÇADA;Solicitação autorizada por: PAULA FERNANDA DA SILVA GIACOMELLI em: 29/12/2025 13:26:56 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 29/12/2025;GUSTAVO NATHAN ALVES DA COSTA;29/12/2025;NF PAGA VIA ADTO 5499860;;29/12/2025;;29/12/2025 14:07;PAULA FERNANDA DA SILVA GIACOMELLI;
51190248/0001-01;51.190.248 PEDRO PAULO PEDROZO;13;555;57;6.350,00;114,00;26/12/2025;;3;92;FAC;92;FAC;2208;GESTAO DE PRODUCAO;LANÇADA;Solicitação autorizada por: VANESSA CORREA DE MORAES MARTINI em: 29/12/2025 15:12:37 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 29/12/2025;KARIME PODOLAN;29/12/2025;AUXÍLIO MUDANÇA (FRETE) DA ENCARREGADA RENATA SANDRIN (FAAL) QUE FOI SELECIONADA PARA A VAGA DO FAC.;;29/12/2025;;29/12/2025 16:28;VANESSA CORREA DE MORAES MARTINI;
34028316/0028-23;AC GUARACIABA;1144746;S;99;27,63;254,00;29/12/2025;;0;92;FAC;92;FAC;2054;ADMINISTRACAO;LANÇADA;Solicitação autorizada por: VANESSA CORREA DE MORAES MARTINI em: 29/12/2025 15:12:45 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 29/12/2025;CELINA CASSIA CASTRO SOARES;29/12/2025;FATURA/BOLETO CORREIO REFERENTE A ENVIO DE CORRESPONDÊNCIA;;29/12/2025;;29/12/2025 16:22;VANESSA CORREA DE MORAES MARTINI;
58146236/0001-10;PHDS COMERCIO DE FERRAGENS LTDA;537;S;99;3.768,00;242,00;26/12/2025;09/02/2026;3;92;FAC;92;FAC;1155;ENGENHARIA E MANUTENCAO;LANÇADA;Solicitação autorizada por: VANESSA CORREA DE MORAES MARTINI em: 29/12/2025 14:06:27 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 29/12/2025;CAMILA RAMOS;29/12/2025;TORNO - USINAGEM EM CONJUNTO CUBO MOEDOR / TROCAR PARAFUSO DA CARCAÇA/ TROCAR ROLAMENTO 30209 ROLOS CONICO, TROCAR RETENTOR 45/60-7 ROLOS CONICOS/ VERIFICAR EIXO COM DESGASTE JATEAR E PINTAR RODA E CX REDUTORA;;29/12/2025;;29/12/2025 14:18;VANESSA CORREA DE MORAES MARTINI;
58146236/0001-10;PHDS COMERCIO DE FERRAGENS LTDA;538;S;99;395;242,00;26/12/2025;09/02/2026;3;92;FAC;92;FAC;1155;ENGENHARIA E MANUTENCAO;LANÇADA;Solicitação autorizada por: VANESSA CORREA DE MORAES MARTINI em: 29/12/2025 14:06:19 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 29/12/2025;CAMILA RAMOS;29/12/2025;TORNO - USINAGEM DE ENGRENAGEM ASA TRIPARIA MAQUINA FINITTY;;29/12/2025;;29/12/2025 14:21;VANESSA CORREA DE MORAES MARTINI;
55989583/0001-17;OS TAURAS DO AR;355;1;55;2.140,00;242,00;17/12/2025;31/01/2026;12;92;FAC;92;FAC;2054;ADMINISTRACAO;LANÇADA;Solicitação autorizada por: VANESSA CORREA DE MORAES MARTINI em: 29/12/2025 14:06:19 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 29/12/2025;RAFAEL SALVI DOS SANTOS;29/12/2025;CONSERTO EM AR CONDICIONADO: SPRINGER 18000 BTUS (SALA FATURAMENTO) 30000 BTUS (SALA DE REUNIÃO) 48000 BTUS (SALA CQ) 18000 BTUS (SALA DO ENCARREGADO DE PRODUÇÃO);;29/12/2025;;29/12/2025 14:53;VANESSA CORREA DE MORAES MARTINI;
75210187/0001-57;CARAMCAR;24013;1;55;7;8,00;26/12/2025;;3;92;FAC;92;FAC;728;GESTAO DE VEICULOS;LANÇADA;Solicitação autorizada por: VANESSA CORREA DE MORAES MARTINI em: 29/12/2025 08:58:36 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 29/12/2025;RODRIGO WALTER;29/12/2025;CONSERTO DE PNEU - MONTANA BBV2926;;29/12/2025;;29/12/2025 13:14;VANESSA CORREA DE MORAES MARTINI;
58146236/0001-10;PHDS COMERCIO DE FERRAGENS LTDA;536;S;99;3.687,00;242,00;26/12/2025;09/02/2026;3;92;FAC;92;FAC;1155;ENGENHARIA E MANUTENCAO;LANÇADA;Solicitação autorizada por: VANESSA CORREA DE MORAES MARTINI em: 29/12/2025 08:58:37 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 29/12/2025;CAMILA RAMOS;29/12/2025;TORNO - USINAGEM NO CONJUNTO DO SUPORTE DO SISTEMA DE ABERTURA DA TAMPA DO TUMBLER DE MASSAS 02 DA PRESUNTARIA;;29/12/2025;;29/12/2025 09:28;VANESSA CORREA DE MORAES MARTINI;
60619202/0035-97;MESSER GASES LTDA;87787294;S;99;1.595,88;153,00;27/12/2025;26/01/2026;2;92;FAC;92;FAC;1155;ENGENHARIA E MANUTENCAO;LANÇADA;Solicitação autorizada por: VANESSA CORREA DE MORAES MARTINI em: 29/12/2025 08:02:59 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 29/12/2025;CAMILA RAMOS;29/12/2025;LOCAÇÃO TANQUE C.O2;;29/12/2025;;29/12/2025 11:30;VANESSA CORREA DE MORAES MARTINI;
24231350/0001-27;LABORATORIO DE ANALISES CLINICAS DE CASTRO LTDA;152;U;99;316;168,00;26/12/2025;05/01/2026;0;92;FAC;92;FAC;2101;SEGURANCA E SAUDE;LANÇADA;Solicitação autorizada por: VANESSA CORREA DE MORAES MARTINI em: 29/12/2025 08:03:06 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 29/12/2025;MARIANE TAVARES FLORA;26/12/2025;REFERNTE A 19 EXAMES LABORATORIAIS, SENDO: 12 BETA HCG, 5 COPROCULTURA,  1 HEPATITE B-HBSAG E 1 HEPATITE B ANTI HBS;;29/12/2025;;29/12/2025 15:01;VANESSA CORREA DE MORAES MARTINI;
04088208/0001-65;CGMP-CENTRO DE GESTAO DE MEIOS DE PAGAMENTO S.A.;671508098;S;99;685,9;102,00;23/12/2025;30/12/2025;3;92;FAC;92;FAC;2054;ADMINISTRACAO;LANÇADA;Solicitação autorizada por: VANESSA CORREA DE MORAES MARTINI em: 29/12/2025 08:03:21 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 29/12/2025;CELINA CASSIA CASTRO SOARES;26/12/2025;BOLETO/NF REF A DESPESAS COM PEDÁGIO VEÍCULOS AURORA - TAG SEM PARAR DEZEMBRO/2025;;29/12/2025;;29/12/2025 09:21;VANESSA CORREA DE MORAES MARTINI;
50087169/0001-07;50.087.169 RAFAEL JOSE CASTANHO;54;S;99;240;8,00;23/12/2025;;3;92;FAC;92;FAC;728;GESTAO DE VEICULOS;LANÇADA;Solicitação autorizada por: VANESSA CORREA DE MORAES MARTINI em: 29/12/2025 17:03:52 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 30/12/2025;RODRIGO WALTER;26/12/2025;LAVAGEM COMPLETA DE VEICULOS DE PLACAS RXS7C66,RYK2H98,RXS7C66,RYK2H98;;29/12/2025;;30/12/2025 09:04;VANESSA CORREA DE MORAES MARTINI;
05013050/0001-27;MAREL BRASIL COMERCIAL E INDUSTRIAL LTDA;310247;1;55;15.484,56;;17/12/2025;31/01/2026;9;92;FAC;92;FAC;1155;ENGENHARIA E MANUTENCAO;LANÇADA;Solicitação autorizada por: ADRIANO TOMALOK em: 26/12/2025 15:45:25 Nota lançada por WILLIAN MARCONDES DOS SANTOS em: 26/12/2025;WILLIAN MARCONDES DOS SANTOS;26/12/2025;;;26/12/2025;Autorizado automaticamente através do pedido de compra 4449142 em 19/12/2025.;26/12/2025 16:24;ADRIANO TOMALOK;
04518259/0001-80;ELECTRA COMERCIALIZADORA DE ENERGIA LTDA;14738;S;99;1.321,15;30,00;15/12/2025;08/01/2026;11;92;FAC;92;FAC;1155;ENGENHARIA E MANUTENCAO;LANÇADA;Solicitação autorizada por: VANESSA CORREA DE MORAES MARTINI em: 26/12/2025 15:22:39 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 26/12/2025;CAMILA RAMOS;26/12/2025;REFERENTE A ENERGIA ELETRICA DA SUBESTAÇÃO;;26/12/2025;;26/12/2025 15:44;VANESSA CORREA DE MORAES MARTINI;
24012574/0001-48;CICASTRO;28103;U;99;240;167,00;22/12/2025;05/01/2026;4;92;FAC;92;FAC;2101;SEGURANCA E SAUDE;LANÇADA;Solicitação autorizada por: ADRIANO TOMALOK em: 26/12/2025 15:09:30 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 26/12/2025;MARIANE TAVARES FLORA;26/12/2025;REFERENTE A 3 EXAMES DE RAIO X, DEVIDO ACIDENTE DE TRABALHO;;26/12/2025;Autorizado automaticamente através do pedido de compra 4451917 em 23/12/2025.;26/12/2025 15:27;ADRIANO TOMALOK;
36652020/0001-94;ACESSO EMPRESARIAL;2632;U;99;200;169,00;22/12/2025;05/01/2026;4;92;FAC;92;FAC;2101;SEGURANCA E SAUDE;LANÇADA;Solicitação autorizada por: VANESSA CORREA DE MORAES MARTINI em: 29/12/2025 15:12:23 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 29/12/2025;MARIANE TAVARES FLORA;26/12/2025;REFERENTE A AVALIAÇÃO OFTALMOLOGICA, REFRENTE A ENQUADRAMENTO PCD;;29/12/2025;;29/12/2025 15:32;VANESSA CORREA DE MORAES MARTINI;
81488926/0003-31;ROLAGRIN;1240;1;55;1.382,41;242,00;18/12/2025;15/01/2026;8;92;FAC;92;FAC;1155;ENGENHARIA E MANUTENCAO;LANÇADA;Solicitação autorizada por: ADRIANO TOMALOK em: 26/12/2025 13:23:45 Nota lançada por BARBARA REGINA LIPPERT em: 26/12/2025;BARBARA REGINA LIPPERT;26/12/2025;<<EMERGENCIAL>> MOEDOR VELATI -;;26/12/2025;Autorizado automaticamente através do pedido de compra 4451051 em 23/12/2025.;26/12/2025 13:44;ADRIANO TOMALOK;
78706751/0014-30;TRANSPEN ENCOMENDAS;169596;1;57;262,35;242,00;23/12/2025;13/01/2026;3;92;FAC;92;FAC;2054;ADMINISTRACAO;LANÇADA;Solicitação autorizada por: ADRIANO TOMALOK em: 26/12/2025 13:53:03 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 26/12/2025;ADRIANA APARECIDA DOS SANTOS;26/12/2025;REFERENTE ENVIO PARA CONSERTO;;26/12/2025;;26/12/2025 16:40;ADRIANO TOMALOK;
78706751/0014-30;TRANSPEN ENCOMENDAS;169597;1;57;232,39;242,00;23/12/2025;12/01/2026;3;92;FAC;92;FAC;2054;ADMINISTRACAO;LANÇADA;Solicitação autorizada por: ADRIANO TOMALOK em: 26/12/2025 13:53:03 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 26/12/2025;ADRIANA APARECIDA DOS SANTOS;26/12/2025;REFERENTE ENVIO PARA CONSERTO;;26/12/2025;;26/12/2025 14:10;ADRIANO TOMALOK;
78706751/0014-30;TRANSPEN ENCOMENDAS;169451;1;57;97,35;242,00;22/12/2025;12/01/2026;4;92;FAC;92;FAC;2054;ADMINISTRACAO;LANÇADA;Solicitação autorizada por: ADRIANO TOMALOK em: 26/12/2025 13:53:03 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 26/12/2025;ADRIANA APARECIDA DOS SANTOS;26/12/2025;REFERENTE ENVIO PARACONSERTO;;26/12/2025;;26/12/2025 14:10;ADRIANO TOMALOK;
06272575/0011-11;LAVEBRAS GESTAO DE TEXTEIS S.A.;16867;S;99;150.447,40;98,00;26/12/2025;05/01/2026;0;92;FAC;92;FAC;2178;VESTIARIOS/LAVANDERIA TERCEIRIZADA;LANÇADA;Solicitação autorizada por: ADRIANO TOMALOK em: 26/12/2025 13:23:11 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 26/12/2025;ELENARA MOSNA;26/12/2025;112117;;26/12/2025;;26/12/2025 14:39;ADRIANO TOMALOK;
00428307/0012-40;EXPRESSO SAO MIGUEL S/A;192035;11;57;205;242,00;22/12/2025;12/01/2026;4;92;FAC;92;FAC;2054;ADMINISTRACAO;LANÇADA;Solicitação autorizada por: ADRIANO TOMALOK em: 26/12/2025 13:53:03 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 26/12/2025;ADRIANA APARECIDA DOS SANTOS;26/12/2025;REFERENTE ENVIO PARA CONSERTO;;26/12/2025;;26/12/2025 14:09;ADRIANO TOMALOK;
